,PFemale,file,height,width
149,0.91557825,213. labelle%20winery_5.jpg,170,150
150,0.999729,213. labelle%20winery_6.jpg,142,123
151,0.9996015,213. labelle%20winery_7.jpg,143,122
152,0.86550075,213. labelle%20winery_8.jpg,170,150
153,0.23562884,213. labelle%20winery_9.jpg,170,150
154,0.03455386,218. paralegal_testimonial_still_square_0.jpg,209,189
155,0.99931943,22. nurseparalegal_0.jpg,131,112
156,0.70705783,22. nurseparalegal_1.jpg,116,96
157,0.8723568,22. nurseparalegal_2.jpg,116,96
158,0.39032325,223. level-4-header_0.jpg,265,246
159,0.0033442709,224. logo@2x_0.jpg,232,214
160,0.9688961,226. tabatha-durand-paralegal-5bbbba3ee4545_0.jpg,542,522
161,0.91211593,228. graduate_paralegal_0.jpg,303,283
162,0.0019531627,229. e70efbcb-b90c-4654-acb1453550fdc098_0.jpg,118,135
163,0.9991555,23. paralegal-test-750x410_0.jpg,187,167
164,0.8751806,232. 78630849_0.jpg,112,96
165,0.9997031,236. nfpa_winter_2018_0.jpg,209,189
166,0.963099,236. nfpa_winter_2018_1.jpg,123,103
167,0.988383,236. nfpa_winter_2018_2.jpg,123,103
168,0.9955698,236. nfpa_winter_2018_3.jpg,188,167
169,0.26988608,236. nfpa_winter_2018_4.jpg,169,150
170,0.30385408,238. sfc-paralegals-toronto_0.jpg,142,122
171,0.35967657,238. sfc-paralegals-toronto_1.jpg,132,112
172,0.023274371,239. paralegal-studies_0.jpg,143,122
173,5.1993404e-05,24. want-to-be-a-paralegal_0.jpg,158,168
174,0.9974438,240. newparaday(1)_0.jpg,235,215
175,0.31683132,240. newparaday(1)_1.jpg,154,134
176,0.3062815,240. newparaday(1)_2.jpg,155,134
177,0.97538435,240. newparaday(1)_3.jpg,154,135
178,0.18279003,241. 720x343evansmediationcontent_0.jpg,209,189
179,0.1268703,243. loyola_paralegal_026-800x600_0.jpg,209,189
180,2.8091323e-05,243. loyola_paralegal_026-800x600_1.jpg,132,112
181,0.893542,245. screen-shot-2016-06-06-at-12.11.46_0.jpg,235,215
182,0.9956652,247. shutterstock_137149778_0_0.jpg,183,189
183,0.6194165,249. rebecca.marsh__0.jpg,347,328
184,0.075963795,25. 200402162-001-56a59ead3df78cf7728918aa_0.jpg,114,103
185,0.9964312,250. paralegal%20studies%20program%20copy_0.jpg,151,135
186,3.4197055e-06,253. hdr_paralegal-studies_0.jpg,118,134
187,0.89459467,253. hdr_paralegal-studies_1.jpg,131,123
188,0.99984837,253. hdr_paralegal-studies_2.jpg,110,122
189,0.6621117,253. hdr_paralegal-studies_3.jpg,132,111
190,0.9558293,257. lucy-1024x793_0.jpg,401,381
191,0.38595676,260. paralegal_screen_1_0.jpg,104,96
192,0.03217397,260. paralegal_screen_1_1.jpg,100,103
193,0.13946769,260. paralegal_screen_1_2.jpg,100,104
194,0.78791744,260. paralegal_screen_1_3.jpg,100,100
195,0.98155606,264. paralegal-smiling-1_0.jpg,465,446
196,0.0027167846,265. tomstantonparalegalheader_0.jpg,155,135
197,0.99989605,268. legal-and-paralegal-paralegal-legal-assistant-resized_0.jpg,146,150
198,0.768547,27. paralegals-what-they-do-april_0.jpg,187,168
199,0.27601618,270. paralegal-video_0.jpg,209,132
200,0.5007266,271. paralegal-studies_0.jpg,84,96
201,0.5567163,273. paralegal-your-business_386112349_0.jpg,235,215
202,0.0058172005,275. bs-paralegal-studies-2_0.jpg,401,381
203,0.024114873,276. emanuel-depina_0.jpg,131,112
204,0.70531607,277. anne-goldman-300x160._0.jpg,84,96
205,0.9991884,279. slide_1_0.jpg,155,134
206,0.67934096,279. slide_1_1.jpg,155,135
207,0.7686871,279. slide_1_2.jpg,142,122
208,0.04069428,28. what-does-a-paralegal-do-lawyers-family_0.jpg,154,135
209,0.99523115,283. cparalegal-woman700x500_0.jpg,209,189
210,0.99935997,285. ls_0.jpg,154,134
211,0.4007198,287. paralegal_jobs_0.jpg,232,214
212,0.57712543,289. paralegal_screen_3_0.jpg,114,112
213,0.4936796,29. secretary_0_0.jpg,116,96
214,0.035404555,291. paralegal-1_0.jpg,170,150
215,0.99844325,291. paralegal-1_1.jpg,142,122
216,0.69299614,291. paralegal-1_2.jpg,155,134
217,0.72325057,298. flatrate_paralegal___gallery_0.jpg,132,112
218,0.9969621,298. flatrate_paralegal___gallery_1.jpg,123,103
219,0.090259716,3. 87563096_0.jpg,123,103
220,0.5422695,3. 87563096_1.jpg,116,96
221,0.99579763,3. 87563096_2.jpg,80,96
222,0.9970149,30. paralegal-studies_1920_0.jpg,209,189
223,0.95194614,300. j6kjjp2pyu0zcaknygro_0.jpg,170,149
224,0.35485235,302. maxresdefault_0.jpg,170,150
225,0.9552585,303. paralegal-cert-cover-page_0.jpg,635,615
226,0.12821227,308. 0745aa2b-8ef3-458b-b59ba4f4829c5fe6_0.jpg,116,96
227,0.61723703,31. definition-of-a-traditional-paralegal_0.jpg,131,122
228,0.8520505,314. paralegal_0.jpg,235,215
229,0.6544668,315. mpp_9626-700x466_0.jpg,132,112
230,0.99987316,316. student-video-paralegal_0.jpg,183,189
231,0.92508954,323. paralegal_0.jpg,209,189
232,6.2631385e-05,323. paralegal_1.jpg,116,96
233,0.11502538,327. legal-and-paralegal-probate-estate-paralegal-resized_0.jpg,116,150
234,0.970531,328. large1920-paralegal2_0.jpg,187,168
235,0.99013174,328. large1920-paralegal2_1.jpg,303,283
236,0.99909556,328. large1920-paralegal2_2.jpg,209,189
237,0.92477787,328. large1920-paralegal2_3.jpg,448,445
238,0.9343255,328. large1920-paralegal2_4.jpg,131,112
239,0.98718625,33. maxresdefault_0.jpg,209,189
240,0.9911367,34. paralegal_woman_0.jpg,188,168
241,0.9999672,340. featured-degree-paralegal_0.jpg,117,122
242,0.99587345,342. paralegal-rotator-image2_0.jpg,116,96
243,0.9977263,342. paralegal-rotator-image2_1.jpg,116,96
244,0.99741775,342. paralegal-rotator-image2_2.jpg,116,96
245,0.5023723,342. paralegal-rotator-image2_3.jpg,132,112
246,0.999335,342. paralegal-rotator-image2_4.jpg,116,96
247,0.837275,342. paralegal-rotator-image2_5.jpg,116,96
248,0.8680123,342. paralegal-rotator-image2_6.jpg,132,112
249,0.2265822,342. paralegal-rotator-image2_7.jpg,116,96
250,0.24713573,342. paralegal-rotator-image2_8.jpg,124,103
251,0.99959534,343. professional-paralegal_0.jpg,124,122
252,0.0011170541,344. paralegal%20home%20image3_0.jpg,123,103
253,0.40033245,344. paralegal%20home%20image3_1.jpg,132,112
254,0.9789602,348. edmonds-ashley-w-1-200x300_0.jpg,109,103
255,0.9954668,35. 177331139_xs_0.jpg,187,167
256,0.31466654,356. what-is-a-paralegal_0.jpg,235,215
257,0.3380655,356. what-is-a-paralegal_1.jpg,265,246
258,0.9940766,36. legal%20assistants_0.jpg,96,96
259,0.9815422,365. large1920-paralegal3_0.jpg,401,381
260,0.99784917,365. large1920-paralegal3_1.jpg,348,327
261,0.99755925,365. large1920-paralegal3_2.jpg,132,112
262,0.44956237,366. morrow_0.jpg,123,103
263,0.3388671,373. 78634525_0.jpg,114,103
264,0.15007481,382. become-a-paralegal_0.jpg,126,149
265,0.98682815,382. become-a-paralegal_1.jpg,266,246
266,0.9941374,384. homepage-banner_0.jpg,252,245
267,0.99996746,386. paralegal-b_0.jpg,146,149
268,0.95147264,386. paralegal-b_1.jpg,151,135
269,0.0002559481,4. 2_x_discussion__0.jpg,143,135
270,0.92343366,4. 2_x_discussion__1.jpg,142,122
271,0.99973917,40. becoming-a-paralegal_0.jpg,266,246
272,0.90974796,42. legal-and-paralegal-duties-of-a-paralegal-interview-resized_0.jpg,155,135
273,0.5328154,43. paralegal--facebook_0.jpg,235,215
274,0.09874032,43. paralegal--facebook_1.jpg,235,215
275,0.9883691,43. paralegal--facebook_2.jpg,235,215
276,0.9919418,46. paralegal-hdr_0.jpg,187,167
277,0.9265968,47. online-bachelors-paralegal-hero_0.jpg,155,135
278,0.0010684236,48. why-paralegal_0.jpg,108,112
279,0.4878406,48. why-paralegal_1.jpg,97,112
280,0.17305334,48. why-paralegal_2.jpg,114,104
281,8.286066e-06,49. paralegal-apprentice-800x500_c_0.jpg,187,167
282,0.9921767,5. how-you-can-help-others-as-a-paralegal_0.jpg,542,522
283,0.024293156,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_0.jpg,116,96
284,0.9989292,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_1.jpg,116,96
285,0.8553823,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_2.jpg,116,96
286,0.4415639,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_3.jpg,116,96
287,0.8117113,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_4.jpg,116,96
288,0.9988675,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_5.jpg,116,96
289,0.86008024,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_6.jpg,124,103
290,0.9979703,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_7.jpg,116,96
291,0.9987291,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_8.jpg,116,96
292,0.99018985,50. thumb_img_2541_1024lambda%20epsilon%20chi%20members%20copy_9.jpg,116,96
293,0.99947023,51. lead1-16_0.jpg,182,167
294,9.1937254e-05,51. lead1-16_1.jpg,297,283
295,0.9993499,52. paralegals-300x200._0.jpg,92,96
296,0.7715386,53. paralegal_0.jpg,187,167
297,0.0778576,55. img1-2-1_0.jpg,125,112
298,0.98429334,56. 223a1534_0.jpg,1230,1210
299,0.15845028,58. paralegal._0.jpg,123,104
300,0.13388614,58. paralegal._1.jpg,123,103
301,0.35988623,6. woman-sitting-behind-scale-of-justice-statue-840x560_0.jpg,209,189
302,0.64676446,60. paralegal-services_0.jpg,132,111
303,0.1860729,60. paralegal-services_1.jpg,131,112
304,0.9274629,61. handshake_0.jpg,142,123
305,0.9009511,61. handshake_1.jpg,154,134
306,0.9833089,62. paralegal_0.jpg,104,96
307,0.9967613,63. paralegal-interview_0.jpg,109,99
308,0.000853372,63. paralegal-interview_1.jpg,104,103
309,0.66477984,64. legal-secretary-vs-paralegal_0.jpg,143,122
310,0.6735017,64. legal-secretary-vs-paralegal_1.jpg,143,122
311,0.043113116,65. paragrads_may2017_group_0.jpg,209,189
312,0.99918497,65. paragrads_may2017_group_1.jpg,235,215
313,0.922706,65. paragrads_may2017_group_10.jpg,235,215
314,0.97695434,65. paragrads_may2017_group_2.jpg,209,189
315,0.99979496,65. paragrads_may2017_group_3.jpg,235,215
316,0.7524158,65. paragrads_may2017_group_4.jpg,235,215
317,0.9993423,65. paragrads_may2017_group_5.jpg,235,215
318,0.0001045238,65. paragrads_may2017_group_6.jpg,235,215
319,0.0017071128,65. paragrads_may2017_group_7.jpg,209,189
320,0.9999609,65. paragrads_may2017_group_8.jpg,266,246
321,0.9842354,65. paragrads_may2017_group_9.jpg,235,215
322,0.00034515766,66. patrick+moore+%281%29_0.jpg,266,246
323,0.9999485,67. checkoutthese5waysparalegalswillimproveyourlawfirm_blog_0.jpg,156,150
324,0.9983276,69. paralegal-web-banner-coursepage_0.jpg,209,189
325,0.99144095,69. paralegal-web-banner-coursepage_1.jpg,154,134
326,0.5086549,69. paralegal-web-banner-coursepage_2.jpg,142,110
327,0.6285619,7. paralegal-course-slider_0.jpg,116,96
328,0.04810843,7. paralegal-course-slider_1.jpg,124,103
329,0.87449074,7. paralegal-course-slider_2.jpg,123,104
330,0.9553893,7. paralegal-course-slider_3.jpg,124,103
331,0.75844586,7. paralegal-course-slider_4.jpg,116,96
332,0.031115323,7. paralegal-course-slider_5.jpg,123,103
333,0.58558214,70. people-0098-1800-x-900_0.jpg,466,445
334,0.9971528,70. people-0098-1800-x-900_1.jpg,465,445
335,0.906909,71. paralegal-woman-e1525231014188._0.jpg,347,327
336,0.4017685,72. 154_2904231-w_0.jpg,272,242
337,0.9976479,76. become-paralegal_0.jpg,209,189
338,0.15120533,77. paralegal-flyer.front-side.updated-fall-2018_page_1_0.jpg,303,283
339,0.88388526,77. paralegal-flyer.front-side.updated-fall-2018_page_1_1.jpg,303,283
340,0.94004315,77. paralegal-flyer.front-side.updated-fall-2018_page_1_2.jpg,209,189
341,0.9896744,77. paralegal-flyer.front-side.updated-fall-2018_page_1_3.jpg,209,189
342,0.9872816,77. paralegal-flyer.front-side.updated-fall-2018_page_1_4.jpg,209,189
343,3.707329e-05,78. paralegal-graduate-certificate_0.jpg,266,246
344,0.994254,79. paralegal-legal-services-professional-wide_0.jpg,209,189
345,0.9994626,8. suits_0.jpg,182,168
346,0.1229761,81. paralegal_row_2_second_circle_300x300_0.jpg,142,122
347,0.9997932,82. paralegal-464x464_0.jpg,187,167
348,0.681416,84. 91107064-56a59eae3df78cf7728918b3_0.jpg,116,96
349,0.9966877,85. paralegal-career-woman_0.jpg,108,112
350,0.86685485,86. image1_0.jpg,209,189
351,0.99625003,86. image1_1.jpg,158,167
352,0.0075446567,86. image1_2.jpg,209,189
353,0.55494726,87. paralegal-education-in-los-angeles_0.jpg,182,168
354,0.8797143,88. legal-and-paralegal-personal-injury-paralegal-resized_0.jpg,102,112
355,0.92493,89. duycqxovsaeq8lt_0.jpg,124,103
356,0.99442387,89. duycqxovsaeq8lt_1.jpg,132,112
357,0.2105288,89. duycqxovsaeq8lt_10.jpg,132,112
358,0.032158025,89. duycqxovsaeq8lt_11.jpg,123,103
359,0.57439005,89. duycqxovsaeq8lt_12.jpg,116,96
360,0.58973783,89. duycqxovsaeq8lt_13.jpg,123,104
361,0.8093792,89. duycqxovsaeq8lt_14.jpg,132,112
362,0.96869403,89. duycqxovsaeq8lt_15.jpg,123,103
363,0.33703876,89. duycqxovsaeq8lt_16.jpg,116,96
364,0.0026392324,89. duycqxovsaeq8lt_17.jpg,123,103
365,0.91618454,89. duycqxovsaeq8lt_2.jpg,116,96
366,0.034566097,89. duycqxovsaeq8lt_3.jpg,123,103
367,0.2624377,89. duycqxovsaeq8lt_4.jpg,116,96
368,0.044081606,89. duycqxovsaeq8lt_5.jpg,124,103
369,0.94674414,89. duycqxovsaeq8lt_6.jpg,116,96
370,0.99938095,89. duycqxovsaeq8lt_7.jpg,116,96
371,0.848797,89. duycqxovsaeq8lt_8.jpg,116,96
372,0.270004,89. duycqxovsaeq8lt_9.jpg,116,96
373,0.9105123,9. 57277980_0.jpg,123,103
374,0.86333257,90. what-to-check-before-you-use-a-paralegal_499006801_0.jpg,209,189
375,0.8198323,92. header_paralegal_0.jpg,126,134
376,0.6062921,92. header_paralegal_1.jpg,79,112
377,0.99946433,95. 285-paralegal-386x588_0.jpg,132,112
378,0.43214566,98. career-paralegal_0.jpg,165,168
379,0.4856093,98. career-paralegal_1.jpg,265,246
